t,x,y,z,heading,roll,task,state
122.548,10.1795,8.5705,1.5481,1.12,15.89,GateTask,GateTask[8]:StyleRollSubtask(+64/360 pump) T!1
122.563,10.1808,8.5699,1.5477,1.13,13.26,GateTask,GateTask[8]:StyleRollSubtask(+64/360 pump) T!1
122.580,10.1822,8.5693,1.5473,1.14,10.64,GateTask,GateTask[8]:StyleRollSubtask(+64/360 pump) T!1
122.596,10.1835,8.5687,1.5469,1.15,8.04,GateTask,GateTask[8]:StyleRollSubtask(+57/360 carry) T!1
122.613,10.1849,8.5680,1.5464,1.17,5.29,GateTask,GateTask[8]:StyleRollSubtask(+57/360 carry) T!1
122.631,10.1862,8.5674,1.5459,1.19,2.72,GateTask,GateTask[8]:StyleRollSubtask(+57/360 carry) T!1
122.645,10.1877,8.5667,1.5453,1.21,0.03,GateTask,GateTask[8]:StyleRollSubtask(+49/360 carry) T!1
122.662,10.1890,8.5661,1.5448,1.24,-2.47,GateTask,GateTask[8]:StyleRollSubtask(+49/360 carry) T!1
122.679,10.1903,8.5655,1.5442,1.25,-4.95,GateTask,GateTask[8]:StyleRollSubtask(+49/360 carry) T!1
122.694,10.1916,8.5648,1.5436,1.26,-7.39,GateTask,GateTask[8]:StyleRollSubtask(+41/360 carry) T!1
122.709,10.1930,8.5642,1.5430,1.26,-9.79,GateTask,GateTask[8]:StyleRollSubtask(+41/360 carry) T!1
122.758,10.1970,8.5624,1.5420,1.25,-16.77,GateTask,GateTask[8]:StyleRollSubtask(+41/360 carry) T!1
122.775,10.1984,8.5618,1.5417,1.24,-19.14,GateTask,GateTask[8]:StyleRollSubtask(+27/360 carry) T!1
122.790,10.1998,8.5613,1.5415,1.23,-21.33,GateTask,GateTask[8]:StyleRollSubtask(+27/360 carry) T!1
122.808,10.2011,8.5608,1.5414,1.23,-23.46,GateTask,GateTask[8]:StyleRollSubtask(+27/360 carry) T!1
122.824,10.2025,8.5603,1.5414,1.23,-25.68,GateTask,GateTask[8]:StyleRollSubtask(+22/360 carry) T!1
122.840,10.2037,8.5599,1.5415,1.23,-27.60,GateTask,GateTask[8]:StyleRollSubtask(+22/360 carry) T!1
122.856,10.2051,8.5596,1.5416,1.23,-29.59,GateTask,GateTask[8]:StyleRollSubtask(+22/360 carry) T!1
122.872,10.2064,8.5592,1.5418,1.23,-31.53,GateTask,GateTask[8]:StyleRollSubtask(+14/360 carry) T!1
122.888,10.2077,8.5589,1.5421,1.24,-33.42,GateTask,GateTask[8]:StyleRollSubtask(+14/360 carry) T!1
122.905,10.2090,8.5587,1.5425,1.24,-35.26,GateTask,GateTask[8]:StyleRollSubtask(+14/360 carry) T!1
122.920,10.2103,8.5586,1.5429,1.25,-37.05,GateTask,GateTask[8]:StyleRollSubtask(+7/360 carry) T!1
122.936,10.2116,8.5584,1.5435,1.26,-38.79,GateTask,GateTask[8]:StyleRollSubtask(+7/360 carry) T!1
122.953,10.2130,8.5584,1.5441,1.26,-40.48,GateTask,GateTask[8]:StyleRollSubtask(+7/360 carry) T!1
122.968,10.2143,8.5584,1.5448,1.26,-42.11,GateTask,GateTask[8]:StyleRollSubtask(-1/360 carry) T!1
122.984,10.2156,8.5585,1.5455,1.26,-43.70,GateTask,GateTask[8]:StyleRollSubtask(-1/360 carry) T!1
123.001,10.2169,8.5585,1.5462,1.26,-45.23,GateTask,GateTask[8]:StyleRollSubtask(-1/360 carry) T!1
123.016,10.2182,8.5585,1.5468,1.26,-46.71,GateTask,GateTask[8]:StyleRollSubtask(-7/360 carry) T!1
123.032,10.2196,8.5584,1.5475,1.26,-48.23,GateTask,GateTask[8]:StyleRollSubtask(-7/360 carry) T!1
123.049,10.2209,8.5583,1.5480,1.26,-49.61,GateTask,GateTask[8]:StyleRollSubtask(-7/360 carry) T!1
123.065,10.2222,8.5581,1.5485,1.26,-50.93,GateTask,GateTask[8]:StyleRollSubtask(-14/360 carry) T!1
123.081,10.2235,8.5579,1.5489,1.26,-52.21,GateTask,GateTask[8]:StyleRollSubtask(-14/360 carry) T!1
123.097,10.2248,8.5577,1.5493,1.26,-53.44,GateTask,GateTask[8]:StyleRollSubtask(-14/360 carry) T!1
123.113,10.2262,8.5573,1.5496,1.26,-54.62,GateTask,GateTask[8]:StyleRollSubtask(-20/360 carry) T!1
123.129,10.2275,8.5570,1.5499,1.25,-55.75,GateTask,GateTask[8]:StyleRollSubtask(-20/360 carry) T!1
123.145,10.2288,8.5566,1.5502,1.25,-56.83,GateTask,GateTask[8]:StyleRollSubtask(-20/360 carry) T!1
123.161,10.2301,8.5564,1.5505,1.25,-57.87,GateTask,GateTask[8]:StyleRollSubtask(-25/360 carry) T!1
123.177,10.2314,8.5561,1.5509,1.25,-58.85,GateTask,GateTask[8]:StyleRollSubtask(-25/360 carry) T!1
123.193,10.2327,8.5559,1.5513,1.23,-59.79,GateTask,GateTask[8]:StyleRollSubtask(-25/360 carry) T!1
123.209,10.2340,8.5558,1.5518,1.22,-60.69,GateTask,GateTask[8]:StyleRollSubtask(-29/360 carry) T!1
123.225,10.2354,8.5557,1.5523,1.19,-61.53,GateTask,GateTask[8]:StyleRollSubtask(-29/360 carry) T!1
123.272,10.2391,8.5559,1.5541,1.11,-63.58,GateTask,GateTask[8]:StyleRollSubtask(-29/360 carry) T!1
123.287,10.2404,8.5561,1.5548,1.09,-64.25,GateTask,GateTask[8]:StyleRollSubtask(-35/360 carry) T!1
123.303,10.2417,8.5563,1.5555,1.06,-64.88,GateTask,GateTask[8]:StyleRollSubtask(-35/360 carry) T!1
123.320,10.2430,8.5565,1.5561,1.03,-65.46,GateTask,GateTask[8]:StyleRollSubtask(-35/360 carry) T!1
123.335,10.2443,8.5567,1.5568,1.00,-65.99,GateTask,GateTask[8]:StyleRollSubtask(-38/360 carry) T!1
123.351,10.2457,8.5570,1.5575,0.98,-66.51,GateTask,GateTask[8]:StyleRollSubtask(-38/360 carry) T!1
123.368,10.2470,8.5572,1.5582,0.95,-66.96,GateTask,GateTask[8]:StyleRollSubtask(-38/360 carry) T!1
123.383,10.2483,8.5575,1.5589,0.92,-67.36,GateTask,GateTask[8]:StyleRollSubtask(-42/360 carry) T!1
123.400,10.2496,8.5577,1.5596,0.90,-67.73,GateTask,GateTask[8]:StyleRollSubtask(-42/360 carry) T!1
123.416,10.2509,8.5580,1.5602,0.87,-68.04,GateTask,GateTask[8]:StyleRollSubtask(-42/360 carry) T!1
123.432,10.2522,8.5583,1.5609,0.84,-68.32,GateTask,GateTask[8]:StyleRollSubtask(-44/360 carry) T!1
123.448,10.2535,8.5586,1.5615,0.82,-68.55,GateTask,GateTask[8]:StyleRollSubtask(-44/360 carry) T!1
123.464,10.2548,8.5588,1.5622,0.79,-68.74,GateTask,GateTask[8]:StyleRollSubtask(-44/360 carry) T!1
123.480,10.2561,8.5590,1.5628,0.77,-68.89,GateTask,GateTask[8]:StyleRollSubtask(-46/360 carry) T!1
123.496,10.2574,8.5592,1.5633,0.75,-69.00,GateTask,GateTask[8]:StyleRollSubtask(-46/360 carry) T!1
